,station_id,year,month,day,rides,day_type,station_name,location,latitude,longitude
179,40010,2019,6,29,912,Saturday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
180,40010,2019,6,30,899,Sunday/Holiday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
181,40010,2019,7,1,1870,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
182,40010,2019,7,2,1887,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
183,40010,2019,7,3,1815,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
184,40010,2019,7,4,770,Sunday/Holiday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
185,40010,2019,7,5,1244,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
186,40010,2019,7,6,783,Saturday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
187,40010,2019,7,7,657,Sunday/Holiday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
188,40010,2019,7,8,1844,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
189,40010,2019,7,9,1980,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
190,40010,2019,7,10,1916,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
191,40010,2019,7,11,1986,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
192,40010,2019,7,12,1907,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
193,40010,2019,7,13,1091,Saturday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
194,40010,2019,7,14,803,Sunday/Holiday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
195,40010,2019,7,15,1835,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
196,40010,2019,7,16,1889,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
197,40010,2019,7,17,1888,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
198,40010,2019,7,18,1788,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
199,40010,2019,7,19,1712,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
200,40010,2019,7,20,778,Saturday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
201,40010,2019,7,21,617,Sunday/Holiday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
202,40010,2019,7,22,2087,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
203,40010,2019,7,23,1891,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
204,40010,2019,7,24,1879,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
205,40010,2019,7,25,1885,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
206,40010,2019,7,26,1777,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
207,40010,2019,7,27,959,Saturday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
208,40010,2019,7,28,680,Sunday/Holiday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
209,40010,2019,7,29,1648,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
210,40010,2019,7,30,1895,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
211,40010,2019,7,31,1866,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
212,40010,2019,8,1,1950,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
213,40010,2019,8,2,1909,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
214,40010,2019,8,3,971,Saturday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
215,40010,2019,8,4,816,Sunday/Holiday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
216,40010,2019,8,5,1710,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
217,40010,2019,8,6,1839,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
218,40010,2019,8,7,1893,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
219,40010,2019,8,8,1871,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
220,40010,2019,8,9,1734,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
221,40010,2019,8,10,823,Saturday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
222,40010,2019,8,11,638,Sunday/Holiday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
223,40010,2019,8,12,1707,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
224,40010,2019,8,13,1788,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
225,40010,2019,8,14,1825,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
226,40010,2019,8,15,1825,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
227,40010,2019,8,16,1773,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
228,40010,2019,8,17,794,Saturday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
229,40010,2019,8,18,562,Sunday/Holiday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
230,40010,2019,8,19,1738,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
231,40010,2019,8,20,1724,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
232,40010,2019,8,21,1794,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
233,40010,2019,8,22,1878,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
234,40010,2019,8,23,1761,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
235,40010,2019,8,24,891,Saturday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
236,40010,2019,8,25,720,Sunday/Holiday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
237,40010,2019,8,26,1811,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
238,40010,2019,8,27,2033,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
239,40010,2019,8,28,2041,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
240,40010,2019,8,29,2082,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
241,40010,2019,8,30,1887,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
242,40010,2019,8,31,829,Saturday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
243,40010,2019,9,1,675,Sunday/Holiday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
244,40010,2019,9,2,654,Sunday/Holiday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
245,40010,2019,9,3,1982,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
246,40010,2019,9,4,2058,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
247,40010,2019,9,5,2108,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
248,40010,2019,9,6,1981,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
249,40010,2019,9,7,861,Saturday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
250,40010,2019,9,8,651,Sunday/Holiday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
251,40010,2019,9,9,2009,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
252,40010,2019,9,10,2120,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
253,40010,2019,9,11,2065,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
254,40010,2019,9,12,2048,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
255,40010,2019,9,13,1909,Weekday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
256,40010,2019,9,14,814,Saturday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
257,40010,2019,9,15,580,Sunday/Holiday,Austin-Forest Park,"41.870851, -87.776812",41.870851, -87.776812
